"hash","short","current_subject","suggested_subject","flags"
"e54643af72e72c2eb7dd0bed6f9d8776bbb76fd9","e54643a","chore(repo): add .gitignore for venv, extracted data, caches, builds","chore(repo)(repo): Add .gitignore for venv, extracted data, caches, buil","subject-not-capitalized;scope-mismatch(scope=repo vs dir=gitignore)"
"e6c4b8606fd03877bbc55ad35e768530efe9b097","e6c4b86","refactor(db): improve shared DB client/connection handling","refactor(db)(db): Improve shared DB client/connection handling","subject-not-capitalized;scope-mismatch(scope=db vs dir=shared)"
"e7d499a4f8af5e4d7f2908a6659a6031fa74a443","e7d499a","feat(webapp): add compliance monitoring route","feat(webapp)(webapp): Add compliance monitoring route","subject-not-capitalized;needs-body(>=150 LOC)"
"e803513ca9dbb68f0931e2269000de8cf4f6f590","e803513","chore(ops): add observability and SLO docs","chore(ops)(ops): Add observability and SLO docs","docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=ops vs dir=docs)"
"e953153187c51964fe5ef3d2c778a8014727658f","e953153","Add compliance page with audit workflows","feat(webapp): Add compliance page with audit workflows","code-additions-look-like-feat;needs-body(>=150 LOC)"
"eb1b690b06844d94fa58c3b06b222e37ff3b3d3d","eb1b690","Add PAYGW variance LightGBM training pipeline","feat(apgms_ml): Add PAYGW variance LightGBM training pipeline","code-additions-look-like-feat;needs-body(>=150 LOC)"
"ec10396e8847738859dc9f979fed19687c34bd6f","ec10396","Preserve feedback metadata on partial updates","refactor(services): Preserve feedback metadata on partial updates","code-changes-look-like-refactor"
"ed958de6aecab2053d014acd3e391a1e206fdb75","ed958de","chore(deps): bump actions/setup-python from 5 to 6","chore(deps)(deps): Bump actions/setup-python from 5 to 6","subject-not-capitalized;scope-mismatch(scope=deps vs dir=github)"
"edd76fa302c4319bb5d41b80e95f4b658b33c643","edd76fa","Restrict CORS and apply CSP protections","feat(webapp): Restrict CORS and apply CSP protections","code-additions-look-like-feat;possible-breaking-missing-marker"
"edf28532167ec13037fa5186a4b4ea10867ad7f4","edf2853","Document current and planned security controls","docs: Document current and planned security controls","docs-claimed-mismatch"
"ee3a0af5e7face9be50b8f44a3972321b8eafe3c","ee3a0af","feat(db): add BankLine.idempotencyKey and unique (orgId, idempotencyKey)","feat(db)(db): Add BankLine.idempotencyKey and unique (orgId, idempotency","subject-not-capitalized;scope-mismatch(scope=db vs dir=shared)"
"f01d80989bf7df8075bf8b402239478895258f63","f01d809","fix(shared): correct @apgms/shared/* import paths across gateway, webapp, and tests","fix(shared)(shared): Correct @apgms/shared/* import paths across gateway","test-claimed-mismatch;subject>72;subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope=shared vs dir=webapp);possible-breaking-missing-marker"
"f07288e42dba229568e77a2c294755e71da43dde","f07288e","docs: clarify WORM evidence workflow","docs: Clarify WORM evidence workflow","subject-not-capitalized;scope-mismatch(scope= vs dir=docs)"
"f0752f328d96934a994f2db575b0beb4363c9008","f0752f3","feat(api-gateway): harden http security","chore(api-gateway): Harden http security","test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"f0bb792368662423528fda2e735d14eff8437643","f0bb792","fix(ml-core): guard positive label metrics","refactor(ml-core): Guard positive label metrics","code-changes-look-like-refactor;subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope=ml-core vs dir=packages)"
"f0fb96b0f9083c7966f7bac12f989f4a2728e858","f0fb96b","feat(ops): Prometheus /metrics + OTEL traces + readiness (deps) + graceful shutdown","chore(ops): Prometheus /metrics + OTEL traces + readiness (deps) + grace","deps-looks-like-chore;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=ops vs dir=services);possible-breaking-missing-marker"
"f17625b1989f34acdaca719339cb192bac2f45b0","f17625b","test(api): run all gateway *.spec.ts tests","chore(api): Run all gateway *.spec.ts tests","deps-looks-like-chore;subject-not-capitalized;scope-mismatch(scope=api vs dir=services)"
"f24c77867ebc694afc81426bba96410791639300","f24c778","Fix admin privacy routes","feat(services): Fix admin privacy routes","test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker"
"f32133ffc652af26212840e6291b72d129756bda","f32133f","Enhance dashboard metrics and bank lines experience","chore(webapp): Enhance dashboard metrics and bank lines experience","deps-looks-like-chore;code-additions-look-like-feat;needs-body(>=150 LOC)"
"f376a923009585fcea060eadde21eb1bb00913d4","f376a92","feat: add pii key management and admin guard protections","chore(shared): Add pii key management and admin guard protections","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=shared);possible-breaking-missing-marker"
"f3ead2f21354e8d27d5087b857bd332a2177c55b","f3ead2f","chore(db): check in Prisma migration for deleted_at sync","chore(db)(db): Check in Prisma migration for deleted_at sync","subject-not-capitalized;scope-mismatch(scope=db vs dir=shared)"
"f3edc6a8b4a6160f5924947f2ea05c83ca2fbef8","f3edc6a","chore: refresh lockfile; install Playwright browsers","chore(pnpm-lock.yaml): Refresh lockfile; install Playwright browsers","subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=pnpm-lock.yaml)"
"f42cd4156fd15b8f321569fccdfe0a3e199b1f40","f42cd41","chore(prisma): add model feedback migration","chore(prisma)(prisma): Add model feedback migration","subject-not-capitalized;scope-mismatch(scope=prisma vs dir=shared)"
"f47b4d38d5c5803663b3db4b53cc188d2300c166","f47b4d3","feat(api-gateway): add jwt admin verification","feat(api-gateway)(api-gateway): Add jwt admin verification","test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"f4cde1659a6f8fc6d5c1b66890543303d7010f20","f4cde16","chore: enforce coverage gate","chore(scripts): Enforce coverage gate","subject-not-capitalized;scope-mismatch(scope= vs dir=scripts)"
"f53630b9fad053d4c34b55dc7f465f7c8023a918","f53630b","feat(platform): initial APGMS monorepo bootstrap","chore(platform): Initial APGMS monorepo bootstrap","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;scope-mismatch(scope=platform vs dir=services);possible-breaking-missing-marker"
"f619720ffe1aeee1c6bbcce1fd7ad7e6bd8c94ac","f619720","Handle dedupeId when checking existing discrepancy events","refactor(worker): Handle dedupeId when checking existing discrepancy eve","code-changes-look-like-refactor"
"f6dcadce4c248533568fb48626637975063d6805","f6dcadc","chore(repo): enable safety guards & baseline scripts","chore(repo)(repo): Enable safety guards & baseline scripts","docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=repo vs dir=package.json);possible-breaking-missing-marker"
"f9055c5a96665bf5536f22e5a321ceb9167ea5dc","f9055c5","Add synthetic APGMS ML scaffolding","feat(apgms-ml): Add synthetic APGMS ML scaffolding","docs-claimed-mismatch;code-additions-look-like-feat;needs-body(>=150 LOC)"
"f90e1a79787c784cce7e320237764b23f215e3fd","f90e1a7","feat(api-gateway): add audit logging for admin operations","feat(api-gateway)(api-gateway): Add audit logging for admin operations","test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"f9434762a133e8c4dcefb3948006bde0e6f32d80","f943476","Add security SOPs and weekly dependency updates","ci(status): Add security SOPs and weekly dependency updates","docs-claimed-mismatch"
"f9563621f0346e2f262fd296506831a634134669","f956362","Improve validation coverage and tooling reliability","chore(services): Improve validation coverage and tooling reliability","test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"faed58b83ebacea4604240e3de99d1debbd46dd9","faed58b","chore(db): update seed script for local Postgres bootstrap","chore(db)(db): Update seed script for local Postgres bootstrap","subject-not-capitalized;scope-mismatch(scope=db vs dir=scripts)"
"faef9d6a146fa80a990ed1c22dde07de90e56ee8","faef9d6","Fix fastify type import extension","refactor(services): Fix fastify type import extension","code-changes-look-like-refactor"
"fb47f0bca232d1349c1089f5a4ad9ae8dd769f24","fb47f0b","Add ML risk service integration","chore(services): Add ML risk service integration","test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"fd16820fc4e0af5fddcfa2a6cf83490005f7e599","fd16820","feat(tooling): add PAYG scraper utilities and fixtures","feat(tooling)(tooling): Add PAYG scraper utilities and fixtures","subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=tooling vs dir=tools)"
"fd2c8f9105cbba0513083e82c375bb9ae5270b7a","fd2c8f9","Align primary nav with compliance playbook","feat(webapp): Align primary nav with compliance playbook","code-additions-look-like-feat"
"fed62c3d5f543eba3f5b4d2ab7da611c18358410","fed62c3","feat(platform): introduce messaging bus, ledger module, tax utils, and operational framework","chore(platform): Introduce messaging bus, ledger module, tax utils, and","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=platform vs dir=shared);possible-breaking-missing-marker"
"ff1a71e49708c1bace3209e1d461d6e747b83e3c","ff1a71e","chore(ci): tighten security pipeline and align gateway tests","chore(ci)(ci): Tighten security pipeline and align gateway tests","docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=ci vs dir=services);possible-breaking-missing-marker"
"ff93e6138e18b9282a2d815f56107735dae41d5b","ff93e61","feat(webapp): add status chip component","feat(webapp)(webapp): Add status chip component","subject-not-capitalized;needs-body(>=150 LOC)"
"ffd807e9c120667f6f20b7538c77b8c6cc610147","ffd807e","Document required GitHub Actions secrets","docs: Document required GitHub Actions secrets","docs-claimed-mismatch"
"ffe34d45e2aed9eee79025b2602f28a4ea51b188","ffe34d4","chore(compliance+ops): add dependency monitoring and evidence collection workflow","chore(compliance+ops)(compliance+ops): Add dependency monitoring and evi","docs-claimed-mismatch;subject>72;subject-not-capitalized;scope-mismatch(scope=compliance+ops vs dir=docs)"
